# US place names for offline city/state validation.
# Generated by tools/build_us_places.py from the US Census Gazetteer (public domain).
# Source: https://www2.census.gov/geo/docs/maps-data/data/gazetteer/2023_Gazetteer/2023_Gaz_place_national.zip
# Format: <lookup key>\t<state>\t<canonical name>
aniwa	WI	Aniwa
ankeny	IA	Ankeny
anmoore	WV	Anmoore
ann arbor	MI	Ann Arbor
anna	IL	Anna
anna	OH	Anna
anna	TX	Anna
anna maria	FL	Anna Maria
annabella	UT	Annabella
annada	MO	Annada
annandale	MN	Annandale
annandale	NJ	Annandale
annandale	VA	Annandale
annapolis	IL	Annapolis
annapolis	MD	Annapolis
annapolis	MO	Annapolis
annapolis neck	MD	Annapolis Neck
annawan	IL	Annawan
annetta	TX	Annetta
annetta north	TX	Annetta North
annetta south	TX	Annetta South
annex	OR	Annex
anniston	AL	Anniston
anniston	MO	Anniston
annona	TX	Annona
annville	KY	Annville
annville	PA	Annville
anoka	IN	Anoka
anoka	MN	Anoka
anoka	NE	Anoka
anon raices	PR	Anon Raices
anselmo	NE	Anselmo
ansley	NE	Ansley
anson	ME	Anson
anson	TX	Anson
ansonia	CT	Ansonia
ansonia	OH	Ansonia
ansonville	NC	Ansonville
ansted	WV	Ansted
anta3n ruaz	PR	AntÃ³n RuÃ­z
antares	AZ	Antares
antelope	CA	Antelope
antelope	MT	Antelope
antelope	OR	Antelope
antelope	SD	Antelope
antelope hills	WY	Antelope Hills
anthem	AZ	Anthem
anthon	IA	Anthon
anthony	KS	Anthony
anthony	NM	Anthony
anthony	TX	Anthony
anthonyville	AR	Anthonyville
anthoston	KY	Anthoston
antietam	MD	Antietam
antigo	WI	Antigo
antimony	UT	Antimony
antioch	CA	Antioch
antioch	GA	Antioch
antioch	IL	Antioch
antioch	IN	Antioch
antioch	OH	Antioch
antler	ND	Antler
antlers	OK	Antlers
antoine	AR	Antoine
anton	TX	Anton
anton chico	NM	Anton Chico
antonito	CO	Antonito
antreville	SC	Antreville
antrim	NH	Antrim
antwerp	NY	Antwerp
antwerp	OH	Antwerp
anvik	AK	Anvik
anza	CA	Anza
anzac village	NM	Anzac Village
apache	OK	Apache
apache creek	NM	Apache Creek
apache junction	AZ	Apache Junction
apalachicola	FL	Apalachicola
apalachin	NY	Apalachin
apex	NC	Apex
apison	TN	Apison
aplin	AR	Aplin
aplington	IA	Aplington
apollo	PA	Apollo
apollo beach	FL	Apollo Beach
apopka	FL	Apopka
appalachia	VA	Appalachia
apple canyon lake	IL	Apple Canyon Lake
apple creek	OH	Apple Creek
apple grove	WV	Apple Grove
apple mountain lake	VA	Apple Mountain Lake
apple river	IL	Apple River
apple valley	CA	Apple Valley
apple valley	MN	Apple Valley
apple valley	ND	Apple Valley
apple valley	OH	Apple Valley
apple valley	UT	Apple Valley
appleby	TX	Appleby
applegate	MI	Applegate
appleton	AR	Appleton
appleton	MN	Appleton
appleton	WI	Appleton
appleton city	MO	Appleton City
applewold	PA	Applewold
applewood	CO	Applewood
appling	GA	Appling
appomattox	VA	Appomattox
aptos	CA	Aptos
aptos hills larkin valley	CA	Aptos Hills-Larkin Valley
aquadale	NC	Aquadale
aquasco	MD	Aquasco
aquebogue	NY	Aquebogue
aquia harbour	VA	Aquia Harbour
aquilla	OH	Aquilla
aquilla	TX	Aquilla
arab	AL	Arab
arabi	GA	Arabi
arabi	LA	Arabi
aragon	GA	Aragon
aragon	NM	Aragon
aransas pass	TX	Aransas Pass
arapaho	OK	Arapaho
arapahoe	CO	Arapahoe
arapahoe	NC	Arapahoe
arapahoe	NE	Arapahoe
arapahoe	WY	Arapahoe
arbela	MO	Arbela
arboles	CO	Arboles
arbon valley	ID	Arbon Valley
arbovale	WV	Arbovale
arbuckle	CA	Arbuckle
arbury hills	IL	Arbury Hills
arbutus	MD	Arbutus
arbyrd	MO	Arbyrd
arcade	GA	Arcade
arcade	NY	Arcade
arcadia	CA	Arcadia
arcadia	FL	Arcadia
arcadia	IA	Arcadia
arcadia	IN	Arcadia
arcadia	KS	Arcadia
arcadia	LA	Arcadia
arcadia	MI	Arcadia
arcadia	MO	Arcadia
arcadia	NE	Arcadia
arcadia	OH	Arcadia
arcadia	OK	Arcadia
arcadia	SC	Arcadia
arcadia	WI	Arcadia
arcadia lakes	SC	Arcadia Lakes
arcadia university	PA	Arcadia University
arcanum	OH	Arcanum
arcata	CA	Arcata
archbald	PA	Archbald
archbold	OH	Archbold
archdale	NC	Archdale
archer	FL	Archer
archer	IA	Archer
archer	NE	Archer
archer city	TX	Archer City
archer lodge	NC	Archer Lodge
archie	MO	Archie
arco	ID	Arco
arco	MN	Arco
arcola	IL	Arcola
arcola	IN	Arcola
arcola	MO	Arcola
arcola	MS	Arcola
arcola	TX	Arcola
arcola	VA	Arcola
arctic village	AK	Arctic Village
arden	DE	Arden
arden arcade	CA	Arden-Arcade
arden hills	MN	Arden Hills
arden on the severn	MD	Arden on the Severn
ardencroft	DE	Ardencroft
ardentown	DE	Ardentown
ardmore	AL	Ardmore
ardmore	IN	Ardmore
ardmore	OK	Ardmore
ardmore	PA	Ardmore
ardmore	SD	Ardmore
ardmore	TN	Ardmore
ardoch	ND	Ardoch
ardsley	NY	Ardsley
arecibo	PR	Arecibo
aredale	IA	Aredale
arena	WI	Arena
arenas valley	NM	Arenas Valley
arendtsville	PA	Arendtsville
arenzville	IL	Arenzville
argenta	IL	Argenta
argenta	MT	Argenta
argentine	MI	Argentine
argo	AL	Argo
argo	IA	Argo
argonia	KS	Argonia
argonne	WI	Argonne
argos	IN	Argos
argusville	ND	Argusville
argyle	GA	Argyle
argyle	IA	Argyle
argyle	IL	Argyle
argyle	MN	Argyle
argyle	MO	Argyle
argyle	NY	Argyle
argyle	TX	Argyle
argyle	WI	Argyle
arial	SC	Arial
arimo	ID	Arimo
arion	IA	Arion
aripeka	FL	Aripeka
arispe	IA	Arispe
aristes	PA	Aristes
aristocrat ranchettes	CO	Aristocrat Ranchettes
ariton	AL	Ariton
arivaca	AZ	Arivaca
arivaca junction	AZ	Arivaca Junction
arizona city	AZ	Arizona City
arizona village	AZ	Arizona Village
arjay	KY	Arjay
arkabutla	MS	Arkabutla
arkadelphia	AR	Arkadelphia
arkansas city	AR	Arkansas City
arkansas city	KS	Arkansas City
arkansaw	WI	Arkansaw
arkdale	WI	Arkdale
arkoe	MO	Arkoe
arkoma	OK	Arkoma
arkport	NY	Arkport
arkwright	SC	Arkwright
arlee	MT	Arlee
arley	AL	Arley
arlington	AZ	Arlington
arlington	GA	Arlington
arlington	IA	Arlington
arlington	IL	Arlington
arlington	IN	Arlington
arlington	KS	Arlington
arlington	KY	Arlington
arlington	MA	Arlington
arlington	MN	Arlington
arlington	NE	Arlington
arlington	NY	Arlington
arlington	OH	Arlington
arlington	OR	Arlington
arlington	SD	Arlington
arlington	TN	Arlington
arlington	TX	Arlington
arlington	VA	Arlington
arlington	VT	Arlington
arlington	WA	Arlington
arlington	WI	Arlington
arlington	WY	Arlington
arlington heights	IL	Arlington Heights
arlington heights	OH	Arlington Heights
arlington heights	PA	Arlington Heights
arlington heights	WA	Arlington Heights
arma	KS	Arma
armada	MI	Armada
armagh	PA	Armagh
armington	IL	Armington
armona	CA	Armona
armonk	NY	Armonk
armorel	AR	Armorel
armour	SD	Armour
armstrong	IA	Armstrong
armstrong	MO	Armstrong
armstrong	OK	Armstrong
arnaudville	LA	Arnaudville
arnegard	ND	Arnegard
arnett	OK	Arnett
arnold	CA	Arnold
arnold	MD	Arnold
arnold	MO	Arnold
arnold	NE	Arnold
arnold	PA	Arnold
arnold city	PA	Arnold City
arnold line	MS	Arnold Line
arnolds park	IA	Arnolds Park
arnoldsville	GA	Arnoldsville
arnot	PA	Arnot
aroma park	IL	Aroma Park
aromas	CA	Aromas
arona	PA	Arona
arp	TX	Arp
arpelar	OK	Arpelar
arpin	WI	Arpin
arrey	NM	Arrey
arriba	CO	Arriba
arrington	VA	Arrington
arrow point	MO	Arrow Point
arrow rock	MO	Arrow Rock
arrowhead beach	NC	Arrowhead Beach
arrowhead lake	NJ	Arrowhead Lake
arrowhead springs	WY	Arrowhead Springs
arrowsmith	IL	Arrowsmith
arroyo	PR	Arroyo
arroyo colorado estates	TX	Arroyo Colorado Estates
arroyo gardens	TX	Arroyo Gardens
arroyo grande	CA	Arroyo Grande
arroyo hondo	NM	Arroyo Hondo
arroyo seco	NM	Arroyo Seco
artas	SD	Artas
artemus	KY	Artemus
artesia	CA	Artesia
artesia	MS	Artesia
artesia	NM	Artesia
artesian	SD	Artesian
arthur	IA	Arthur
arthur	IL	Arthur
arthur	IN	Arthur
arthur	ND	Arthur
arthur	NE	Arthur
arthurdale	WV	Arthurdale
arthurtown	SC	Arthurtown
artois	CA	Artois
artondale	WA	Artondale
arvada	CO	Arvada
arvada	WY	Arvada
arvin	CA	Arvin
asbury	IA	Asbury
asbury	MO	Asbury
asbury	NJ	Asbury
asbury lake	FL	Asbury Lake
asbury park	NJ	Asbury Park
ascutney	VT	Ascutney
ash flat	AR	Ash Flat
ash fork	AZ	Ash Fork
ash grove	MO	Ash Grove
asharoken	NY	Asharoken
ashaway	RI	Ashaway
ashburn	GA	Ashburn
ashburn	MO	Ashburn
ashburn	VA	Ashburn
ashby	MN	Ashby
ashdown	AR	Ashdown
asheboro	NC	Asheboro
asher	OK	Asher
asherton	TX	Asherton
asherville	KS	Asherville
asheville	NC	Asheville
ashford	AL	Ashford
ashford	WA	Ashford
ashippun	WI	Ashippun
ashkum	IL	Ashkum
ashland	AL	Ashland
